1 0 1027
2 1027 1082
3 2109 6473
4 8582 2091
5 10673 1928
6 12601 6172
7 18773 3522
8 22295 603
9 22898 1778
10 24676 3036
11 27712 1176
12 28888 2233
13 31121 1100
14 32221 3430
15 35651 4085
16 39736 4274
17 44010 6132
18 50142 3689
19 53831 698
20 54529 4266
21 58795 4069
22 62864 527
23 63391 963
24 64354 1553
25 65907 3650
26 69557 3571
27 73128 4785
28 77913 2689
29 80602 2072
30 82674 3123
31 85797 801
32 86598 7102
33 93700 931
34 94631 3098
35 97729 2333
36 100062 2637
37 102699 3334
38 106033 2545
39 108578 3797
40 112375 2036
41 114411 1852
42 116263 4348
43 120611 1422
44 122033 4388
45 126421 3871
46 130292 5559
47 135851 6542
48 142393 4388
49 146781 1745
50 148526 1212
51 149738 2752
52 152490 6408
53 158898 2529
54 161427 3436
55 164863 2692
56 167555 2193
57 169748 10250
58 179998 733
59 180731 8832
60 189563 6751
61 196314 2202
62 198516 2514
63 201030 2390
64 203420 2302
65 205722 1303
66 207025 1084
67 208109 2939
68 211048 10084
69 221132 1276
70 222408 3905
71 226313 1085
72 227398 454
73 227852 10519
74 238371 1831
75 240202 3345
76 243547 3237
77 246784 3438
78 250222 9514
79 259736 2159
80 261895 1083
81 262978 751
82 263729 1014
83 264743 1828
84 266571 8453
85 275024 3435
86 278459 6300
87 284759 4691
88 289450 5473
89 294923 1703
90 296626 5271
91 301897 1657
92 303554 1669
93 305223 6641
94 311864 2753
95 314617 1493
96 316110 2061
97 318171 2568
98 320739 2572
99 323311 3647
100 326958 5561
101 332519 2545
102 335064 8474
103 343538 7302
104 350840 2409
105 353249 1459
106 354708 1638
107 356346 2669
108 359015 2571
109 361586 2246
110 363832 3057
111 366889 2065
112 368954 2980
113 371934 6854
114 378788 6340
115 385128 6780
116 391908 6657
117 398565 3936
118 402501 7997
119 410498 7680
120 418178 3113
121 421291 1795
122 423086 2967
123 426053 1545
124 427598 3020
125 430618 3432
126 434050 1843
127 435893 1523
128 437416 4748
129 442164 1735
130 443899 1500
131 445399 2458
132 447857 3611
133 451468 2030
134 453498 1456
135 454954 2800
136 457754 7580
137 465334 3273
138 468607 3588
139 472195 8783
140 480978 3724
141 484702 2803
142 487505 2188
143 489693 3541
144 493234 3482
145 496716 2060
146 498776 1580
147 500356 1791
148 502147 6328
149 508475 3185
150 511660 2230
151 513890 1853
152 515743 3399
153 519142 5475
154 524617 1995
155 526612 4116
156 530728 2707
157 533435 3663
158 537098 1738
159 538836 1530
160 540366 1517
161 541883 1615
162 543498 3609
163 547107 2717
164 549824 3951
165 553775 2366
166 556141 2385
167 558526 2566
168 561092 2367
169 563459 2475
170 565934 21923
171 587857 3186
172 591043 3575
173 594618 6288
174 600906 3080
175 603986 3290
176 607276 3401
177 610677 5183
178 615860 1601
179 617461 2582
180 620043 3404
181 623447 2443
182 625890 1075
183 626965 2352
184 629317 5064
185 634381 4198
186 638579 3005
187 641584 3760
188 645344 2630
189 647974 5398
190 653372 2519
191 655891 3749
192 659640 1093
193 660733 5112
194 665845 1420
195 667265 1206
196 668471 2037
197 670508 7256
198 677764 3315
199 681079 2529
200 683608 1953
201 685561 3082
202 688643 6280
203 694923 954
204 695877 902
205 696779 1118
206 697897 782
207 698679 6293
208 704972 2826
209 707798 5046
210 712844 8938
211 721782 7210
212 728992 5353
213 734345 1474
214 735819 640
215 736459 3212
216 739671 9026
217 748697 2869
218 751566 2213
219 753779 5557
220 759336 1271
221 760607 4392
222 764999 689
223 765688 2506
224 768194 1495
225 769689 1086
226 770775 2463
227 773238 4277
228 777515 2801
229 780316 5393
230 785709 5828
231 791537 4440
232 795977 2748
233 798725 2032
234 800757 1040
235 801797 790
236 802587 2637
237 805224 5728
238 810952 1754
239 812706 1681
240 814387 1189
241 815576 2214
242 817790 2425
243 820215 1389
244 821604 544
245 822148 4992
246 827140 6081
247 833221 11587
248 844808 1200
249 846008 2289
250 848297 994
251 849291 2140
252 851431 5168
253 856599 2424
254 859023 3016
255 862039 20011
256 882050 2817
257 884867 1583
258 886450 1720
259 888170 1397
260 889567 7216
261 896783 4573
262 901356 12550
263 913906 2380
264 916286 1802
265 918088 1416
266 919504 3060
267 922564 1370
268 923934 3854
269 927788 1068
270 928856 1289
271 930145 2305
272 932450 1912
273 934362 3424
274 937786 204
275 937990 962
276 938952 7054
277 946006 5072
278 951078 6378
279 957456 4410
280 961866 3687
281 965553 2740
282 968293 30554
283 998847 3865
284 1002712 4977
285 1007689 2806
286 1010495 1912
287 1012407 4555
288 1016962 1225
289 1018187 2552
290 1020739 394
291 1021133 416
292 1021549 427
293 1021976 472
294 1022448 446
295 1022894 449
296 1023343 476
297 1023819 514
298 1024333 462
299 1024795 492
300 1025287 462
301 1025749 460
302 1026209 475
303 1026684 443
304 1027127 512
305 1027639 5225
306 1032864 1267
307 1034131 14424
308 1048555 1067
309 1049622 1285
310 1050907 5135
311 1056042 2458
312 1058500 3027
313 1061527 6685
314 1068212 6053
315 1074265 8824
316 1083089 11109
317 1094198 2012
318 1096210 6289
319 1102499 5419
320 1107918 9681
321 1117599 7544
322 1125143 198
323 1125341 233
324 1125574 257
325 1125831 186
326 1126017 219
327 1126236 197
328 1126433 242
329 1126675 5729
330 1132404 1183
331 1133587 4859
332 1138446 9639
333 1148085 5356
334 1153441 2905
335 1156346 1970
336 1158316 1935
337 1160251 2301
338 1162552 1802
339 1164354 1396
340 1165750 1480
341 1167230 1525
342 1168755 1615
343 1170370 3433
344 1173803 2529
345 1176332 15151
346 1191483 3266
347 1194749 7908
348 1202657 3664
349 1206321 3409
350 1209730 6107
351 1215837 2514
352 1218351 3674
353 1222025 2717
354 1224742 9291
355 1234033 1376
356 1235409 184
357 1235593 4772
358 1240365 1395
359 1241760 1689
360 1243449 1822
361 1245271 2811
362 1248082 8101
363 1256183 7470
364 1263653 3481
365 1267134 9659
366 1276793 1623
367 1278416 932
368 1279348 1642
369 1280990 4119
370 1285109 3726
371 1288835 1012
372 1289847 14921
373 1304768 6433
374 1311201 3465
375 1314666 3475
376 1318141 1194
377 1319335 4773
378 1324108 742
379 1324850 481
380 1325331 7632
381 1332963 2815
382 1335778 3613
383 1339391 2693
384 1342084 1193
385 1343277 973
386 1344250 2117
387 1346367 243
388 1346610 251
389 1346861 11211
390 1358072 4963
391 1363035 5712
392 1368747 1707
393 1370454 830
394 1371284 22004
395 1393288 1450
396 1394738 6450
397 1401188 6288
398 1407476 9335
399 1416811 1579
400 1418390 3701
401 1422091 2055
402 1424146 3741
403 1427887 2313
404 1430200 1937
405 1432137 2406
406 1434543 3328
407 1437871 2357
408 1440228 2409
409 1442637 19518
410 1462155 8238
411 1470393 4337
412 1474730 4430
413 1479160 4060
414 1483220 1501
415 1484721 4429
416 1489150 1343
417 1490493 1161
418 1491654 1453
419 1493107 7268
420 1500375 2147
421 1502522 17615
422 1520137 8646
423 1528783 5583
424 1534366 3986
425 1538352 3555
426 1541907 2013
427 1543920 15830
428 1559750 4373
429 1564123 1129
430 1565252 1907
431 1567159 1336
432 1568495 7956
433 1576451 5091
434 1581542 6770
435 1588312 1783
436 1590095 7983
437 1598078 7408
438 1605486 8322
439 1613808 4872
440 1618680 6524
441 1625204 14938
442 1640142 7323
443 1647465 5001
444 1652466 1344
445 1653810 1539
446 1655349 2121
447 1657470 1321
448 1658791 722
449 1659513 6209
450 1665722 2100
451 1667822 7978
452 1675800 4109
453 1679909 1836
454 1681745 5169
455 1686914 5402
456 1692316 8976
457 1701292 4641
458 1705933 9312
459 1715245 3728
460 1718973 1048
461 1720021 1393
462 1721414 8889
463 1730303 275
464 1730578 1690
465 1732268 672
466 1732940 1448
467 1734388 12223
468 1746611 7923
469 1754534 4040
470 1758574 4939
471 1763513 4415
472 1767928 8635
473 1776563 2186
474 1778749 5314
475 1784063 2882
476 1786945 3114
477 1790059 1683
478 1791742 7943
479 1799685 3650
480 1803335 13803
481 1817138 3227
482 1820365 3839
483 1824204 4262
484 1828466 11230
485 1839696 910
486 1840606 7932
487 1848538 6210
488 1854748 792
489 1855540 5640
490 1861180 15191
491 1876371 812
492 1877183 6025
493 1883208 562
494 1883770 5212
495 1888982 7789
496 1896771 1333
497 1898104 4341
498 1902445 607
499 1903052 8856
500 1911908 1244
501 1913152 3997
502 1917149 3999
503 1921148 4221
504 1925369 16818
505 1942187 1997
506 1944184 12017
507 1956201 14174
508 1970375 8869
509 1979244 8043
510 1987287 4754
511 1992041 11134
512 2003175 3349
513 2006524 4908
514 2011432 4484
515 2015916 4109
516 2020025 5411
517 2025436 3357
518 2028793 4154
519 2032947 3906
520 2036853 6570
521 2043423 3805
522 2047228 5444
523 2052672 3361
524 2056033 4432
525 2060465 24346
526 2084811 2002
527 2086813 4914
528 2091727 4862
529 2096589 4970
530 2101559 4190
531 2105749 3988
532 2109737 3347
533 2113084 23972
534 2137056 1946
535 2139002 4640
536 2143642 5203
537 2148845 15534
538 2164379 10174
539 2174553 1848
540 2176401 5042
541 2181443 5576
542 2187019 3188
543 2190207 6310
544 2196517 7246
545 2203763 5216
546 2208979 6426
547 2215405 3825
548 2219230 6154
549 2225384 4825
550 2230209 6742
551 2236951 4080
552 2241031 8040
553 2249071 4894
554 2253965 4405
555 2258370 33364
556 2291734 1923
557 2293657 4368
558 2298025 5671
559 2303696 4108
560 2307804 2191
561 2309995 20975
562 2330970 5116
563 2336086 4641
564 2340727 4279
565 2345006 2170
566 2347176 4428
567 2351604 4211
568 2355815 5504
569 2361319 4265
570 2365584 22026
571 2387610 4631
572 2392241 3796
573 2396037 4957
574 2400994 2092
575 2403086 4497
576 2407583 5277
577 2412860 5401
578 2418261 3087
579 2421348 5063
580 2426411 5526
581 2431937 6094
582 2438031 3405
583 2441436 5060
584 2446496 4600
585 2451096 4714
586 2455810 3629
587 2459439 6724
588 2466163 4729
589 2470892 4357
590 2475249 2260
591 2477509 24559
592 2502068 4715
593 2506783 4945
594 2511728 9296
595 2521024 10206
596 2531230 4115
597 2535345 4282
598 2539627 3794
599 2543421 5794
600 2549215 23852
601 2573067 2281
602 2575348 5089
603 2580437 5050
604 2585487 5349
605 2590836 3874
606 2594710 3236
607 2597946 3707
608 2601653 4544
609 2606197 4794
610 2610991 18621
611 2629612 2301
612 2631913 4653
613 2636566 7914
614 2644480 7675
615 2652155 2804
616 2654959 4956
617 2659915 7371
618 2667286 5000
619 2672286 5740
620 2678026 6106
621 2684132 3783
622 2687915 7509
623 2695424 4534
624 2699958 4358
625 2704316 3478
626 2707794 7234
627 2715028 4929
628 2719957 4934
629 2724891 23372
630 2748263 2266
631 2750529 3665
632 2754194 6496
633 2760690 4661
634 2765351 4831
635 2770182 3376
636 2773558 15284
637 2788842 4677
638 2793519 3902
639 2797421 4030
640 2801451 2107
641 2803558 4554
642 2808112 8920
643 2817032 4033
644 2821065 4450
645 2825515 4455
646 2829970 2964
647 2832934 8861
648 2841795 8051
649 2849846 2335
650 2852181 3622
651 2855803 5079
652 2860882 5078
653 2865960 4828
654 2870788 18621
655 2889409 4721
656 2894130 6281
657 2900411 2687
658 2903098 3374
659 2906472 5100
660 2911572 2755
661 2914327 10822
662 2925149 4406
663 2929555 5621
664 2935176 4243
665 2939419 3235
666 2942654 5893
667 2948547 4662
668 2953209 4189
669 2957398 3836
670 2961234 5340
671 2966574 4611
672 2971185 5640
673 2976825 21951
674 2998776 2476
675 3001252 4444
676 3005696 4279
677 3009975 5125
678 3015100 2534
679 3017634 4289
680 3021923 3643
681 3025566 4264
682 3029830 6093
683 3035923 26397
684 3062320 2482
685 3064802 5241
686 3070043 199
687 3070242 182
688 3070424 5064
689 3075488 15735
690 3091223 2125
691 3093348 2478
692 3095826 4029
693 3099855 3111
694 3102966 4081
695 3107047 3516
696 3110563 10787
697 3121350 10338
698 3131688 5360
699 3137048 12949
700 3149997 4681
701 3154678 5552
702 3160230 7409
703 3167639 7698
704 3175337 5290
705 3180627 7281
706 3187908 4304
707 3192212 3422
708 3195634 4343
709 3199977 6464
710 3206441 4827
711 3211268 31505
712 3242773 2220
713 3244993 13004
714 3257997 10823
715 3268820 7080
716 3275900 3585
717 3279485 12349
718 3291834 4374
719 3296208 2862
720 3299070 8287
721 3307357 2620
722 3309977 3232
723 3313209 2200
724 3315409 4282
725 3319691 16167
726 3335858 2291
727 3338149 4243
728 3342392 7167
729 3349559 4300
730 3353859 1927
731 3355786 5523
732 3361309 21383
733 3382692 2284
734 3384976 1909
735 3386885 2372
736 3389257 2713
737 3391970 18329
738 3410299 4238
739 3414537 6548
740 3421085 9683
741 3430768 4636
742 3435404 4417
743 3439821 3780
744 3443601 1899
745 3445500 6650
746 3452150 2632
747 3454782 4953
748 3459735 3241
749 3462976 7032
750 3470008 3472
751 3473480 4826
752 3478306 6935
753 3485241 4498
754 3489739 5575
755 3495314 4300
756 3499614 2185
757 3501799 22180
758 3523979 4622
759 3528601 3763
760 3532364 13416
761 3545780 2015
762 3547795 2046
763 3549841 2112
764 3551953 2903
765 3554856 1705
766 3556561 19234
767 3575795 4474
768 3580269 3771
769 3584040 4664
770 3588704 2627
771 3591331 2462
772 3593793 2237
773 3596030 2912
774 3598942 2364
775 3601306 2931
776 3604237 22537
777 3626774 4496
778 3631270 7235
779 3638505 2262
780 3640767 4041
781 3644808 1972
782 3646780 1982
783 3648762 3734
784 3652496 6096
785 3658592 5726
786 3664318 4339
787 3668657 4588
788 3673245 5252
789 3678497 3745
790 3682242 4687
791 3686929 4471
792 3691400 24306
793 3715706 2239
794 3717945 4084
795 3722029 4110
796 3726139 4605
797 3730744 2593
798 3733337 2252
799 3735589 2428
800 3738017 2413
801 3740430 2790
802 3743220 16447
803 3759667 4452
804 3764119 4448
805 3768567 2069
806 3770636 8276
807 3778912 2398
808 3781310 2839
809 3784149 2795
810 3786944 2807
811 3789751 20258
812 3810009 5365
813 3815374 4144
814 3819518 10013
815 3829531 10750
816 3840281 2302
817 3842583 4521
818 3847104 2839
819 3849943 5146
820 3855089 3936
821 3859025 6461
822 3865486 6669
823 3872155 3393
824 3875548 4158
825 3879706 3129
826 3882835 4723
827 3887558 1902
828 3889460 5071
829 3894531 23504
830 3918035 2194
831 3920229 3985
832 3924214 4232
833 3928446 202
834 3928648 2378
835 3931026 15493
836 3946519 2268
837 3948787 3121
838 3951908 4112
839 3956020 2631
840 3958651 2462
841 3961113 21141
842 3982254 4166
843 3986420 16295
844 4002715 4006
845 4006721 2253
846 4008974 4244
847 4013218 16966
848 4030184 4547
849 4034731 2079
850 4036810 12806
851 4049616 9607
852 4059223 5217
853 4064440 5503
854 4069943 2912
855 4072855 4205
856 4077060 8868
857 4085928 5562
858 4091490 5035
859 4096525 7022
860 4103547 6695
861 4110242 6580
862 4116822 5122
863 4121944 29056
864 4151000 3264
865 4154264 3930
866 4158194 5484
867 4163678 2634
868 4166312 7561
869 4173873 1917
870 4175790 2288
871 4178078 2993
872 4181071 4352
873 4185423 2981
874 4188404 2655
875 4191059 3773
876 4194832 2906
877 4197738 20959
878 4218697 5626
879 4224323 7336
880 4231659 4153
881 4235812 4595
882 4240407 1896
883 4242303 6133
884 4248436 2854
885 4251290 2453
886 4253743 2210
887 4255953 3044
888 4258997 13517
889 4272514 4225
890 4276739 4612
891 4281351 1809
892 4283160 4448
893 4287608 5506
894 4293114 2260
895 4295374 2386
896 4297760 4584
897 4302344 3522
898 4305866 8945
899 4314811 7426
900 4322237 4030
901 4326267 5221
902 4331488 2983
903 4334471 15711
904 4350182 4989
905 4355171 5943
906 4361114 4353
907 4365467 2242
908 4367709 2665
909 4370374 2025
910 4372399 2814
911 4375213 2435
912 4377648 12661
913 4390309 4729
914 4395038 4784
915 4399822 7242
916 4407064 2007
917 4409071 6111
918 4415182 12242
919 4427424 5844
920 4433268 5249
921 4438517 2223
922 4440740 7316
923 4448056 2241
924 4450297 3103
925 4453400 2473
926 4455873 2684
927 4458557 17193
928 4475750 4070
929 4479820 5182
930 4485002 2317
931 4487319 2293
932 4489612 6328
933 4495940 7105
934 4503045 4506
935 4507551 3551
936 4511102 1870
937 4512972 3995
938 4516967 4447
939 4521414 2672
940 4524086 4301
941 4528387 5088
942 4533475 2151
943 4535626 22079
944 4557705 3941
945 4561646 3664
946 4565310 4062
947 4569372 2767
948 4572139 2417
949 4574556 16747
950 4591303 4971
951 4596274 3240
952 4599514 2162
953 4601676 1591
954 4603267 2492
955 4605759 3470
956 4609229 14262
957 4623491 3814
958 4627305 12779
959 4640084 4552
960 4644636 3353
961 4647989 2102
962 4650091 5260
963 4655351 1943
964 4657294 2424
965 4659718 3019
966 4662737 14715
967 4677452 3708
968 4681160 4564
969 4685724 3478
970 4689202 2447
971 4691649 2780
972 4694429 4558
973 4698987 8111
974 4707098 6576
975 4713674 9246
976 4722920 3505
977 4726425 3661
978 4730086 3879
979 4733965 2235
980 4736200 7576
981 4743776 21215
982 4764991 9697
983 4774688 6958
984 4781646 5089
985 4786735 5128
986 4791863 5916
987 4797779 5861
988 4803640 5955
989 4809595 3551
990 4813146 4305
991 4817451 4715
